,track_name,artist,lyrics
33,Heartbroken,T2,"[Bridge]Oh, 'fessions to, I do, I, I doOh, oh, fessi-ession 'fessions tooOh, oh, 'fessions to, I do, I, I tooOh, oh, fessi-ession, do come true[Verse 1]Sitting here at homeThinking 'bout you all aloneWondering where our love went wrongGot a confession to makeSince you made me happierNow all I can do is hurtWhen you left, you took my heartGot a confession to make[Chorus]I'm heartbroken, without your loveI'm heartbroken, yes I've had enoughI'm heartbrokenAnd I don't know what to sayI've never felt this wayI'm heartbroken, without your loveI'm heartbroken, yes I've had enoughI'm heartbrokenAnd I don't know what to sayI've never felt this way"
34,Dark & Handsome,Blood Orange,"

[Verse 1]
Nothing lasts forever, and I told you
Everything you need to know that's not true
Lyin' to myself because it hurts you (Hurts you)
Waitin' for the simple taste to come through (Come through)
I've been known to hide within my own walls (Own walls)
Jewelry in my eyes so that I don't fall (Don't fall)
Onto higher prices, and escape with (Escape with)
All my ice intact, but who am I to kid?
Pound of flesh, and yeah, I'm still kickin'
Solipsism to spare my own stupid
Fears because the past and future scare me
Ridin' out to Venice with a nosebleed
I stood before the waves and prayed to be clean (Be clean)
But dirty in my mind, my gold turned green
But this is everything you ever wanted (Wanted)
Cryin' for the ones I lost in '18 ('18)
IG3, to 014, unhappy
Nothing ever makes you get past it
33 and still can't stop thinking (Thinking)
Fallibilism I keep on spendin' (Spendin')
To shower my beliefs with ice melting

[Chorus]
Losin' touch of everything I know
Prayin' for my heart to turn to stone
Bandana tied around my broken skull
Ice around my wrist, my touch is cold
Losin' touch of everything I know
Prayin' for my heart to turn to stone
Bandana tied around my broken skull
Ice around my wrist, my touch is cold

[Verse 2: Toro y Moi]
Don't be actin' dumb, cookie's gonna crumble
Wipin' up the crumbs, I do this shit casual
Happens all the time, plus I'm dark and handsome
Shit's broken by design, it's a tantrum

[Chorus]
Losin' touch of everything I know
Prayin' for my heart to turn to stone
Bandana tied around my broken skull
Ice around my wrist, my touch is cold

[Outro: Toro y Moi]
Don't be actin' dumb, cookie's gonna crumble
Wipin' up the crumbs, I do this shit casual
Happens all the time, plus I'm dark and handsome

"
35,Roach Fingers,Jesse Bru,
36,Letter to Krept,Cadet,"[Verse]Yo, Dear CuzzyReal talk I don't even know how to start thisI just know that I love youAnyway, let me talk cuzzy, let me be realLet me tell you how a nigga feel from the dinner table, college or in the fieldLet me get it outLet me spill every emotionBut know it's going to be realDo you remember how it used to be?Casyo, Blaine, Cadet and KreptBatty in bench, fam on the setI would walk, you would walkI would step, you would stepBut shit ain't really feeling the sameThat's the reason why I'm writing youBecause, really I just want my cousin backI ain't got family that's as tight as you likeI didn't really know where to startBut college is kinda where the shit went pearSee, I found my wife in collegeBut I never made it into the second yearAnd I heard she was cheatingAnd I was tryna figure it out like it was Blue's CluesBut then, you were friends with the guy she was beatingI kinda felt like you let her get moved toCuz, I felt snakedBut I never said nothing, never opened my mouth'Cause maybe, you never knewYou know you're my cousin, you get the benefit of the doubtNow imagine how gassed Granddad would beSeeing us on stage we were meant to beBut it hasn't been an easy roadMan it's been like chapters on the first one's jealousyWell, maybe not jealousyBut that word should give you an idea of the truthAnd true say, we be first cousinsWhen I say I do music yeah, always comparing a kidLike everywhere I go, everybody saying somethingWhy don't he bring you inLike a nigga did with YungenGot me bunning, got me feeling that the love is awfulAnd they all say I should have been on ""Paranormal""Now around that timeI went from being Cadet to Krept's cousinAnd see, yeah I was kicking myself 'cause I felt shitBut never said nothingAnd like now we ain't spoken in monthsAnd even advice I can't ask the kid'Cause I remember your WhatsApp status saying don't chat to me if you're going to ask for shitNow around this time everything's getting looseFeels like with me you want nothing to doSee I'm taking bare digsBut everybody knew I was talking 'bout you in the like every single tune, I was bruisedEven though I felt one way, I would still love you to the deathEven got a bar, even though the love's onewayI'd still bang you in your face if you're talking about KreptBut I guess the blame ain't on youBecause not once did I pick up the phone and phone youI'm happy that you're doing your ting but it's a reminder of all the shit I don't doSo when your videos were hitting a millI was still taking bets up in William HillNow jealousy gone, 'cause it's dumb to feelAnd the second chapter is where the hunger spillsSee the second chapter's called hunger and this is where the shit gets peak'Cause it's when I stopped watching you and I started watching meBut I still got your name in like every bar thoughParked up listening to Argy FargoAnd the one time you brought me to Wireless was exactly the kick I needed in the asshole'Cause you chose me right over the mandemLike even though we haven't spoke in long thoughAnd wallahi after you send the inviteThought you were going to say 'my bad, wrong convo''Cause then you brought me on stageIt was me, you and Killer KonanI was the last one to come off stageWell, 'cause up there, man it felt like homeAnd I swear since that momentI took shit seriousStopped shotting food, quit the movesQuit the fraud and mandem thought I was deliriousSee, I'd go carpark, write bars, leave the engine onAnd then somehow fall asleepWake up with a dead batteryGet jump started, and then the same nightGo repeat, till the point now that I ain't even got a car'Cause both the battery and engine's goneBut at least now I'm chasing my dreamI ain't felt like a wasteman in longAnd the third chapter's called loveAin't no soft shit, ain't no need for boohoo'sBut when I started loving myself then I could love you like I used toGot tiredI been a wasteman rapper I'm undercover in the cribMan I got tired, I go into music eventsDidn't recognise me for a thingMan I got tired, I got tiredOf feeling like I ain't gonna winAnd yeah I got tired, tired of telling you niggas thatI don't know why you don't wanna bring a nigga in seeI'm just glad I'm in the same race as youAnd the dream is to go and share 1st place with youYou know manYou're my left lung and there ain't no replacing youAnd P.S I'll still bang everybody in the face for youMan, I love youYou must know this"
37,Sunsets - Pt. 2,SG Lewis,"[Verse 1]Come close like beforeDo you remember how it feelsTo know what you're living for?Let me tell you what it's likeTo dream about youEvery day and nightAnd I'm looking for youBut you're not by my sideBaby, won't you remember?[Chorus]I'll see you when the sun sets'Cause I've got anecdotes from years agoSo you'll remember how hard I loved you, babyWe were like a dream but real to meDon't you remember how hard I loved you, baby?Give me some time to remind you what it's likeWon't you remember just how hard I loved you, baby?I still love you, baby, I still love you, babyWon't you remember just how hard I loved you, baby?[Verse 2]I'll wait out for youRight by the place we used to goMy arms were made for twoSo let me tell you what it's likeTo dream about youEvery day and nightAnd I'm looking for youBut you're not by my sideBaby, won't you remember?"
38,Psycho,Dave,"

[Intro]
Tuesday, 23rd of January, 2018
I'm here with David
This is our first session
We're just gonna talk about your background
Where you're from, any issues you've been dealing with
So, where should we start?

[Verse]
Look
Stop all the pain
How do you stop all the pain, huh?
I used to hear a voice when I was praying
But nowadays, I don't even wanna be saved
Nah, fuck that, I don't wanna be saved
I was born to be wild, I don't wanna be tamed
Talent's in my blood and I don't wanna be vain
But if I'm a psycho, then I don't wanna be sane
I used to dream of this shit when I was hopping on train
So, so bad, I used to want all the fame
My ex-girl want to shoot a cover for Vogue
Which is pretty ironic 'cause she's top of the range
If any one of you take a shot on a track
My niggas come back and put a shot in your frame
Easy as the alphabet
Three G's in the ring, call me Alvarez
My teacher used to say I need counseling
Couldn't stop asking me, ""What do you feel?""
There's so many old scars that they wanna reveal
We got off on the wrong foot 'cause I don't want him to heal, nah
But if you're looking for a psycho, you got one
I thought I had a screw loose but I lost one
Ninety-nine problems, money, it is not one
My currency's Kenyan, that's in it for the long run, huh
Tears on a pillow
Bro, I shed so many tears on a pillow
I used to tell my teachers that nobody gets it
I don't know Clarke but I know that I'm a Kidult
'Cause my mummy ain't been home, miss thinks I'm involved
Blame my environment, it made me a sicko
Furthermore, I should bring that bitch down to Streatham
And then make her spend a day in a veil like a widow
Kiddo, we seen swords longer than a limo
My bros are blacksmiths like Jaden and Willow
Man, there's weapons over here, we're reppin' over here
We're from the Southside but it's Streatham over here
No telling if you're selling, hold the wettin' over here
Get him over here, who the fuck is checkin' over here?
Most my niggas are the ones applying pressure over here
Fuck assault, I can get a nigga peppered over here, whoa
We wanted more, then some food on the strip or moving a brick
My niggas went to school with the rich and we were broke
Hiding crow in a Rubicon drink
Which is funny 'cause that's how we put food in the fridge
So, who am I?
Someone tryna live his best life
I just wanna take a pretty woman for a test drive
If I bring her to my room and I press, I
Guarantee she gonna see the force like an ex-wife
People tell me I'm a little bit barmy
For my army, I need a bottle of Bacardi
If it's me and a pouch with my dargy
Shawty, you're seeing two stars in the party
Fuck what you heard
I'm a top boy and I ain't giving man a turn
I don't wanna know a pretty woman wanna flirt
Learned you can judge a nigga by the women that he curves
I love this game, I ain't lost focus
I'm a hitmaker, if you haven't noticed
I could be the rapper with the message like you're hoping
But what's the point in me being the best if no one knows it?
Brother I'm a careful, humble, reckless, arrogant, extravagant
Nigga probably battlin' with manic depression
Man, I think I'm going mad again
It's like I'm happy for a second then I'm sad again
And to my fans, the reason I could get to this
You're my drug, the instrumental my therapist
Man, I need some therapy
My girl saying that she'll never leave
I'm scared she gonna find a better me
Deeper insecurities, like
What if I don't leave a legacy?
Money, why they check for me?
Mummy lost respect for me
I wish we could be together but that ain't how life works
I used to cry about my dad until my fucking eyes burnt
Nose running, you don't know nothing
Before I put a penny on the table, I provided for my family
Held my mother's hand through the agony, hey
You ever fall 'sleep 'cause you don't wanna be awake?
In a way, you're tired of the reality you face?
If you're thinking 'bout doing it
Suicide doesn't stop the pain, you're only moving it
Lives that you're ruining
Thoughts of a world without you in it, hiding
I ain't psycho but my life is

"
39,Ban Drill,Krept & Konan,"[Verse 1: Krept]YeahBanning drill, you're making the situation worseMight as well give them life, or put them in a hearse'Cuh he could've been rappingBut now he's still packingA big gun for when his oppositions come clappingIt's a lose-lose for himI'mma keep it real, he get shot, he going paleHe shoots him, he going jailWhere we're from, you know how hard it is to better yourselfUpper class won't understand 'cuh you inherited wealthNo opportunities, this is our communityMaybe you should help here, instead of all the scrutinyThere's a knock-on effect for this shit you wanna banLet me paint you a picture so you dummies understand[Verse 2: Konan]Hi my name is Jaden, everybody calls me JayI'm fifteen I'm from a poor block round the wayMy mum tries her best to put food on my plateMy life's okay, I go to school everydaySometimes I gotta go to school with no lunch moneyBut I get it, she ain't got it, I still love mummyBut now she got a extra jobIt's not great though, but I guess it's extra gwopLook, mummy weren't home, I started staying out lateI started hanging out with people from my estateThey all had fresh clothes, everybody looking paidThey all sell drugs, said they'll teach me the wayStarted trapping on them man now, I swearYeah I'm fifteen, with a couple thousand to spareFeds raided my house and found all of the gearGot nicked, went jail, but I'll be out in a yearWhen I came out of jail, all my friends had beefSo I guess I'm involved, that's the rule of the streetsThat's how it goes where I'm fromYou touch him, you touch meAnd these are my friends but it's a gang to policeWhy'd I get involved, guess I'm young and I'm dumbOut of jail couple months, already bought me a gunI'm a good kid at heart, but the beef keeps spirallingI guess I'm a product of my environment"
40,Lucky,Choker,"[Verse 1]So far, so drabCan't call it no towers on quest (So)(So) So worn unclearIf I knew, then I wouldn't be stressed (So)(So) Get a child, fill your heartBust down with the popcornCheap moto with some miles and a memoirHad a dream, re-emerge at the drug storeTeenage love songsScore scenes worth Sundance, oh (Oh yeah)Surely I'll accept, oh (Oh)My choices breed regrets, oh (Oh)Hope soon soon there's none left, oh (Oh)Few folks seen me when my fingers fit the CheeriosPuffy AmiYumi on the stereo'Posed to be maestro for JuventusBut events lead to venting for the check penPlease, unmarked barriers plentyWish a nigga would try to press meMoney on the raps like 'BronWe shouldn't be less than they see[Bridge]Oh, oh, ooh yeahOoh (Ooh)Mhm, oh, mmmI love you, I love you, I love you, I love youI love you, I love you, I love you, I love youI love, yeah, you, yeah, you"
41,Over U,Stwo,[Intro]Over youOver youOver[Pre-Chorus]Over youOverOver youOver youOverOver you[Hook]Over youOver(Holding on)Over youOver you(Over)(Holding on)Over youOver you(Over)(Holding on)Over youOver you(Over)(Holding on)Over you(Over)
42,Last Yearn,Kllo,"

[Verse 1]
I've been hanging round for days
Till you come back to me
Let me feel your warm embrace
I won't take it for granted
Everything is yet to be
It's been going round for weeks
'Cause, for you, I am certain

[Refrain 1]
But don't you worry, worry, worry about me
Just stop me worry, worry, worrying

[Chorus 1]
Where are we going?
I need some closure from you
Where do we go from here?
Blackbird is calling
Keep on, keep yearning for you
Where do we go from here, love?

[Verse 2]
Hope you're going well out there
I'm thinking of you
Good to hear you've settled so fast
And the Sun keeps shining
Well, there's a cloud on top of my head
Since there's creases on your side of our bed
I am longing for you

[Chorus 1]
Where are we going?
I need some closure from you
Where do we go from here?
Blackbird is calling
Keep on, keep yearning for you
Where do we go from here, love?

[Refrain 2]
Don't you worry, worry, worry, don't worry
Closure from you, closure from you
Don't you worry, worry, worry about it
Don't you worry about where we're diving from

[Chorus 2]
Where are we going?
I need some closure from you
Where do we go from here, love?
Where are we going?
I need some closure from you
Where do we go from here, love?
I need some closure, closure, closure

[Verse 3]
The Sun don't shine when you're away
I just want to make you happy
It's been running round my head all day

[Refrain 3]
But don't you worry, worry, worry about me, about me, about me
But don't you worry, worry, worry about me, about me, about me
I'm yearning for you

[Outro]
You sound really nice
Yeah?

"
43,Unsteady,X Ambassadors,"[Intro]Hold, hold on, hold on to me'Cause I'm a little unsteady, a little unsteadyHold, hold on, hold on to me'Cause I'm a little unsteady, a little unsteady[Verse 1]Mama, come hereApproach, appearDaddy, I'm alone'Cause this house don't feel like home[Pre-Chorus]If you love me, don't let go, woahIf you love me, don't let go[Chorus]Hold, hold on, hold on to me'Cause I'm a little unsteady, a little unsteadyHold, hold on, hold on to me'Cause I'm a little unsteady, a little unsteady[Verse 2]Mother, I knowThat you're tired of being aloneDaddy, I know you're tryingTo fight when you feel like flying"
44,HIGHEST IN THE ROOM,Travis Scott,"

[Chorus]
I got room in my fumes (Yeah)
She fill my mind up with ideas
I'm the highest in the room (It’s lit)
Hope I make it outta here (Let's go)

[Verse 1]
She saw my eyes, she know I'm gone (Ah)
I see some things that you might fear
I’m doin' a show, I'll be back soon (Soon)
That ain't what she wanna hear (Nah)
Now I got her in my room (Ah)
Legs wrapped around my beard
Got the fastest car, it zoom (Skrrt)
Hope we make it outta here (Ah)
When I'm with you, I feel alive
You say you love me, don't you lie (Yeah)
Won't cross my heart, don't wanna die
Keep the pistol on my side (Yeah)

[Chorus]
Case it’s fumes (Smoke)
She fill my mind up with ideas (Straight up)
I’m the highest in the room (It's lit)
Hope I make it outta here (Let’s go, yeah)

[Verse 2]
We ain't stressin' 'bout the loot (Yeah)
My block made of quesería
This not the molly, this the boot
Ain’t no comin' back from here
Live the life of La Familia
It's so much gang that I can't see ya (Yeah)
Turn it up 'til they can't hear (We can't)
Runnin', runnin' 'round for the thrill
Yeah, dawg, dawg, 'round my real (Gang)
Raw, raw, I been pourin' to the real (Drank)
Nah, nah, nah, they not back of the VIP (In the VIP)
Gorgeous, baby, keep me hard as steel
Ah, this my life, I did not choose
Uh, been on this since we was kids
We gon' stay on top and break the rules
Uh, I fill my mind up with ideas

[Chorus]
Case it's fumes
She fill my mind up with ideas (Straight up)
I'm the highest in the room (I'm the highest, it's lit)
Hope I make it outta here

[Outro]

"
45,Cupid,112,"[Intro]Everybody put your hands togetherWhoa, mmm, yeahGirl, I love you so112, listen[Verse 1]Girl, if I told you I love youThat doesn't mean it that I don't care, oohAnd when I tell you I need youDon't you think that I'll never be there, ooh[Pre-Hook]Baby, I'm so tired of the way you turnMy words into deception and liesDon't misunderstand me when I try to speak my mindI'm only saying what's in my heart[Hook]Cupid doesn't lieBut you won't know unless you give it a tryOh baby, true love won't lieBut we won't know unless we give it a tryGive it a try[Verse 2]Girl, when I ask you to trust meThat doesn't mean it that I'm gonna cheat on youCause I'm gonna never do anything to hurt you or mislead youI love you"
46,Screwface Capital,Dave,"[Intro]And I want you now with meAnd I want you now with meAnd I-[Verse]I made a link with the RussiansSix figure discussions, dinners in publicMy linen all tailoredMy outstanding payments swift like TaylorAnd boy I owe 'dem men a beatin'But don't watch what I'm makin'Just know I put both of the P's in oppAt the same time, I put the ""pay"" in paigonMan wanna beef, don't know what the stakes isBroad daylight, do a nigga want a day shift?Three scales got 'em livin' on basicMy location changes quicker than gears on a brand new Porsche CaymanI told RJ put down the line and he didBut he's got another three like H'sI gotta watch for the greed and the hatredI'm sayin' who's on votes?We hit up a nigga and see who's on smoke when it's that timeYou can run that shit there and it's cool but you can't hear like a bad lineIt's been fifteen minutes since me and her fucked and I'm sayin' ""What you still in the house for?""Girls say I'm rude but they won't never leave, 'cause you know the jab right like southpawsOutdoors, me and my niggas are all outlawsI tell a man speak with respectHow you gonna say that we beef with your chestLike Sergei didn't G-lean on your set?I do not have one neek as a friendIf it's beef on the ends than it's bleaker for themThis ting's comin' like Pokemon GO'Cause I see man once, never seen him againMan don't really wanna walk to the shopOr jump in the train 'cause the ends got tensionOne eye on my opps, two eyes on my friends'Cause at least my opps, man knows their intentionsI turned a loss to a lessonI turned a curse to a gift and a blessingAny girl that I've got an interest inFace interesting, body impressiveI got ninety-nine out of a hundred marks in class on my English questionsI'd get the same if I did it again 'cause I still don't know the definition of restin'I've put blood in, I've put sweat inI shed tears when my niggas got sentencedI spent years with my niggas in StreathamBut you wouldn't know that 'cause you don't live thisWhat have you done for your siblings?I made sure that the family's sweetSo many days that I starved myself just to make sure that my whole family eatsThe Merc is a beast and I'm blackin' it outOne point nine on the plan for a houseI ain't got a memory of when dad was aroundStill a child when I turned man of the houseTell me what you know about a bag full of billsAnd your mom crying out, saying, ""Son, I can't take it""And then staring in the mirror for an hourWith a tear in your eye like, ""I gotta go make it""Ever seen a good friend turn paigon?A pretty girl glow down, turn basic?Ever seen a nigga 'nough man ratedLosing his mind 'cause of food that he's takin'?You're either a lamb or you're HannibalGood kid but I grew up 'round animalsNo chick can't tell me about attitudeI got a girl from the Screwface Capital"
47,So Much,Joe Goddard,
48,Reachin' 2 Much (feat. Lalah Hathaway),Anderson .Paak,"

[Part I]

[Chorus: Anderson .Paak]
Huh, I see you reachin', baby, what are you reachin' for?
That don't look easy, baby, that must be so hard
I see you reachin', reachin' out, stretchin' out to God
That don't look easy, baby, that must be so hard

[Verse: Anderson .Paak]
Baby, I feel your pain
But to try and save you now is what I won't do, what I won't do
(Look out) Keep tryin'
(I'ma tell 'em, look out) I ain't tryna save you now
I feel your pain
But to try and save you now is what I won't do, what I won't do

[Chorus: Anderson .Paak]
Huh, I see you reachin', baby, what are you reachin' for?
That don't look easy, baby, that must be so hard
I see you reachin', reachin' out, stretchin' out to God
That don't look easy, baby, that must be so hard

[Part II]

[Verse 1: Anderson .Paak]
I see you too much, baby, I need to (Take some space)
You kiss me too much, baby, forgot to (Wipe my face)
I treat you too much, baby, why don't you (Ever pay?)
I think you're too much, baby, I need to (Pump my brakes)
(I think I'm doin' way too much, I)
How can one thing mean so much to you and (So little to me?)
You stay here too much, baby, you know it's (Not your place)
You're sniffin' too much, baby, I had to (Hide my yay')

[Pre-Chorus: Anderson .Paak]
I think I'm doin' way too much, I
Way too much, way too much, hey
How can one thing mean so much to you and (So little to me?)

[Chorus: Anderson .Paak & Lalah Hathaway]
I think you're doin' way too much, settle down (Settle down)
Somebody needs to calm you down (Calm you down)
I think you're doin' way too much, settle down (Settle down)
Somebody needs to tell you
Hey, woah, woah (Uh, uh, ha, ha)
Settle down (Settle it down)
Woah, woah, woah, yeah
Nigga, sit yo' ass down (Sit yo' ass down somewhere)
Woah (Woah-woah)
Woah, settle down (Settle it down, settle it down)

[Verse 2: Anderson .Paak]
I'm givin' this up baby, before I (Blow my brains)
I see you next lifetime, baby, what did (Badu say?)
You'll always be loved, baby, the one that (Got away)
Let's keep in touch, baby, I got your (Number saved)
Uh, I gotcha, babe

[Pre-Chorus: Anderson .Paak]
I think I'm doin' way too much, I
Way too much, way too much
How can one thing mean so much to you and (So little to me?)
(Don't mean much to me)

[Chorus: Anderson .Paak & Lalah Hathaway]
I think you're doin' way too much, settle down
(Way too much, yeah)
Somebody needs to calm you down
(Somebody needs to calm you, ha)
I think you're doin' way too much, settle down
(I think you're way too much)
Somebody needs to tell you
(Somebody needs to, somebody needs to)
I think you're doin' way too much, settle down
(Way too, way too much, yeah)
Somebody needs to calm you down
(Slow it down, yeah)
I think you're doin' way too much, settle down
(Way too, way too much, much)
Somebody needs to tell you
(Ha, c'mon, oh, oh-woah)
Settle down (Settle it down)
(Somebody needs to tell you)
(Oh, oh-woah, huh)
Nigga, sit yo' ass down
(Sit yo' ass down somewhere, somewhere, oh-woah)
Oh-oh, settle it down (Settle it down)
Somebody needs to tell you (Oh, oh, yeah)
Settle it down (Slow it down)

[Outro: Lalah Hathaway]
Ooh
Sa-da-da, da-do-na-da-da-da-dow
Ba-bwa-da-bwa-bwa, bwa-bwa
So-do-da-do-da, la-ba-do-be-dwa-mm-day
So-bo-do-de-do-de-dwa-dmm-day, do-day
Oh, bwa-bwa-bwa

"
49,Energy (Stay Far Away),Skepta,"[Intro: Skepta]GreazeTrue, ay[Verse 1: Skepta]I'm tryna get paid, take money, cash chequesYou see the set, that's Lash, that's DexYoung C, Young Shorty, MilkavelliWhite bricks, True Religion, on the telly, it's meWiz got the house full of freaksThat's why I haven't been around for a weekI'm getting pounds in my sleepI'm at the top of the mountain, it's peakBring it back before the villainI had a life, real talk, True ReligionIt's in the blood, in the genes, in the stitchingWalked in, no weapon, made a killingTongue kissing pretty womenNew iPhone 'cause I'm done with all the bitchingTryna be in my positionKeep my shades on 'cause they tryna see the vision[Chorus: Wizkid]She tell me, ""Badman, see, I need your love, see, I need your love""Mi need you close to me, me, I tell her say me, oh, stay on the roadBad energy stay far away, make it stay far awayJust give me love for the night, give me love for the night, gyal, waste no time"
50,Nervous Tics (feat. Holly Walker) - DJ Tennis Remix [Edit],Maribou State,
51,Bo & Wing,Maya Jane Coles,"

[Instrumental]

"
52,Human Touch - Dub,Joe Goddard,
53,Electric (feat. Khalid),Alina Baraz,"[Verse 1: Alina Baraz]Darker than the ocean, deeper than the seaYou've got everything, you got what I needTouch me, you're electric, babeMove me, take me from this placeMovin' to the tempo, show me what it takesSpeeding up my heartbeat, playing in the flames[Chorus: Alina Baraz]Kiss me, we're on fire, babeLove me, take me to outer spaceKiss me, we're on fire, babeLove me, take me to outer space[Verse 2: Khalid]Covered in your water and I'm feeling like a summer breezeSubmitted under power and you brought me to my kneesUse me, you're electric, babeMove me, take me all the wayWhisper in my ear, I'm the only one you're loving onTake advantage of the moment, you're the only one that I want[Chorus: Alina Baraz & Khalid]Kiss me, we're on fire, babeLove me, take me to outer spaceKiss me, we're on fire, babeLove me, take me to outer space"
54,Say Something,Fort Romeau,
55,Bare wit Me,WSTRN,"[Intro: Louis Rei]YeahElzWalk with me[Verse: Louis Rei]21 before I got it doneBefore I found a new perspective, beg you watch itI been in and out them projects with some dodgy cuntsCouldn't tell me 'bout a profit 'less it's of a sumAround the time, me and Konshens on and off on oneWay before the chains, watches, we was cockyBut I'd lie about my age in hopes of showing it proper doneNow I'm tryna take it where we wasn't fromTo be honest, a lotta hate where I'm coming fromWhen you're honest and they hate where you're coming fromAnd if you're famous, then they aiming for the jugglerBut they don't know the pain, just a cover, justThis for my, case strugglersDon't say governmentsLooking at a bird if the jakes tried ruffle usIt used to hurt then it changed into nothingnessTen toes firm, I ain't playing with the shufflersWhat, you think I'm out here rapping for the fun of it?I got people relying on me, shit been realHad to glide with the iron on me in the vig stillCould really have been over from the clip stillHarsh reality, after the academyI winded down the wrong roadEvaded being a casualtyThen playing like it's casualIn actual it's agonyPost-traumatic stress, yeahI've been battling with sanitySaying for some women, I can see beneath the vanityNeed to highlight all the feelings you be havingNow, how am I supposed to love another being if I'm mad at me?And why I'm going all out of the way for you to tap the screws?Don't make sense, does it?I would believe you and your friends, does itWe're over-flexing and then the nextSo my advice is focus on your next subjectBetter yourself and then the rest, of itYou get it? ShitIn the last three yearsI learnt more about myself than I could ask for hereHold this Remy, gas is how I mask these tearsAnd also secrets if you knew them, heh, listenI used to roll a bunch of n****sBut last I hearKinda separated pathsBut it's calm, I'm hereI'm just learning like you are, my n****Throughout the journey I just seenI can't advance in fear, hehHit me hard but at last, we're hereI've been working from the bottom like the conciergeEn garde game on fleek, on God I swearCouple tin man tried it but their heart weren't thereI'm just tryna make it out before my stance impairedWhen it's all said and doneAnd then my voice is clearI'm gonna say I was a master hereShoutout to Morgs and themReal rappers still at large, and it'sBecome a pen-game challengeCaused insane damageI used to stress about it 'til I let fate have itStarted WSTRN season then the rest came cattingBehind the scenes, but I'm still achieving all this madnessWouldn't believe how the police tried to ban usCID following me, around the manorWhen I got the kids with me, the piggies need to back upDon't see it on the news but we're used to the harassmentI'm just tryna be about my business and establishFuck the status, sometime I wonder if it even mattersOnly, listening to Lauryn Hill's 'Ex Factor'Spoke to Ake on the phone, he said (""I wrote ten chapters"")Keep at it, when you've touched road, don't go backwardsDon't take time for granted 'til you haven't got the accessGotta keep it moving, things happenUnderstand the universal law of yin-yang balanceJust imagine, seeing a n**** that you have beef with, imagineYou tryna level up and make peace, just imagineYou turn around, 'shoot people on the streets' shitNot just him, his dad's on the scene, just imagineYour mumma never raised you for no weak shitNow you gotta double back for the remixImagine, imagineBig man singing, now you're fighting for your freedom, imagineNew Lambo, we got the glow buzzingAnd all them non-believers acting like they know suttin'Talking 'bout our music's kinda grown on 'emCentre of it all, I hear you know we sold London, just imagineOverseas steezing with the mandem, get it crackingIt will work out if the whole team's activeWest side riding like them Grove Street gangstersSee Js when you see me 'cuh I smoke trees, standardIt take the pain away, kinda feel that we pave the wayI ain't debating with no one, I'ma just say it straight'Cause I'm a sensitive person so I be takin' pricksSee, when I came in this game, shh, I was likeI ain't feeling them people, I ain't feeling themI don't believe in these people, I shouldn't speak to themDon't identify as my equal, I don't need a friendBut then I seen all this evil, I had to look againI ain't gon' lie and say, after I got signedThat I ain't never been a crook againI gotta do this for the ones you got to [?]Ain't no point in wasting this talentLife's too short, I beg you take it and [?]All this pain and this sadnessOn my block, a couple doors downA single mother with a small childTook her life the other day and she was all smilesThey had a couple indiscrepancies, but sureIt weren't nuttin' big, more like[?]Now I'm at your door nowNow she's just getting buried in the floor nowMy condolences to you and yours now"
56,CYANIDE,Daniel Caesar,"[Intro]Yeah, inside di ting dem call sweet melodyWahpm gyal, u comin' like a family enuh, eee!Inside fi dem call DC is a d gyal dem pleaseA max out the diesel, oh yeah!Ayy, my girl, put down di man dem weh a talk nuthin' 'bout feeYou done know my lovin' is freeLead out, lead out, the the th- international Daniel Cae- Cae- Cae-[Verse 1]I love dominantlyYou make me weak, make me thirsty for releaseWan', come compliment meThen become my enemyCop a flight to Paris, low keyIt's you, baby girl, I'm tryna to breed, pleaseBaby, try to understand meI'm not a monster, I'm just a man with needsI take flights when I learn it's time to goTryna take time back crossing timing zonesCome press your lips 'pon meLSD got me feelin' empathyWan fi' alter the mind chemically'Cause we suffer endlesslyCould be Kamikaze, only time will tellEven though I'm godly, might end up in Hell"
57,Never Gonna Let You Go - Kelly G. Bump-N-Go Vocal Edit,Tina Moore,
58,Bedtime Stories (feat. The Weeknd) - From SR3MM,Rae Sremmurd,
59,Avatar Beach,Jacques Greene,
60,Idoleyes,MANÜKA,
61,Haunted (feat. Sevdaliza),Stwo,"

[Verse 1: Sevdaliza]
Heal my heart
Beg my way
A work of art made of porcelain
You smoke and I do
Let me fuck with you
Is that what you want?
Even if it rips you apart?
So, drive slow, drive slow
Let me see your face
Let me see it glow
Don't stop, don't stop
I wanna hide forever in your heart
Drive slow, drive slow
Let me see your face
Let me see it glow
Don't stop, don't stop
I wanna hide forever in your heart

[Chorus: Sevdaliza]
We're just humans, nothing more
I wish it wasn't looking
Cause we're haunted
Cause we're haunted
We're just humans, nothing more
I wish it wasn't looking
Cause we're haunted
Cause we're haunted
Cause we're haunted
Cause we're haunted

[Verse 2: Sevdaliza]
So, drive slow, drive slow
Let me see your face
Let me see it glow
Don't stop, don't stop
I wanna hide forever in your heart
Drive slow, drive slow
Let me see your face
Let me see it glow
Don't stop, don't stop
I wanna hide forever in your heart

[Chorus: Sevdaliza]
We're just humans, nothing more
I wish it wasn't looking
Cause we're haunted
For the next and the best
And for something

"
