,track_name,artist,lyrics
62,helpline (feat. Tom Tripp),Mura Masa,"[Verse 1]Think I'm off my headOne more drink and I might be deadAnd I know that I'm a messGot no money left in my NatwestThink I'm off my headThink I'm off my head[Pre-Chorus]It's 25 past 10 and again I'm all aloneCan't remember what I saidBut I bet it went something like, something likeGina, I know that I felt fineBut I need a helpline to kill this fever[Chorus]Gina, I know that I felt fineBut I need a helpline to kill this feverGina, I know that I felt fineBut I need a helpline to kill this feverI know what I felt, would you send me a helpline?[Verse 2]Think I lost my head, can't find my phoneAnd I wanna know when I got back homeThink I lost my headThink I lost my head"
63,Contaminated,BANKS,"

[Verse 1]
You wanna get to know me
You memorized the lines of my thighs
I knew before you told me you'd get it right
And you took the dark for granted
And you love me like you promised your wife
It's almost like you planned it in the daylight

[Refrain]
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it

[Verse 2]
I like the way you say it
Tell me the words you told me that day
Maybe if I could believe it I could just stay
'Cause I like the way you do it
Yeah I like the way you move it baby show me the way
I like the way you get it on the freeway

[Chorus]
And I wish I could change it
And we're always gonna be contaminated
And oh, I know what we need
You start letting me go
Our love is tainted

[Verse 3]
You said they'd be against us
I say, ""You care too much what they say""
You said, ""Do me a favor, give me some faith""
'Cause you promised me you'd do it
You said, ""Baby, let me prove it, look at me in the face
This is the face of someone who loves you, babe""

[Chorus]
And I wish I could change it
And we're always gonna be contaminated
And oh, I know what we need
You start letting me go
Our love is tainted

[Bridge]
You start letting me go
You start letting me go
(Stay)
You start letting me go
You start letting me go
(Stay)

[Chorus]
And I wish I could change it
And we're always gonna be contaminated
And oh, I know what we need
You start letting me go
Our love is tainted
And I wish I could change it
And we're always gonna be contaminated
And oh, I know what we need
You start letting me go
('Cause our love is tainted)

[Refrain]
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it
Ooh, I can attain it

"
64,Attitude,Dave,"[Hook]My new girl, she got an attitudeAnd she wanna know why I ain't chattin' to her10 grand on the phone I just got a callThat's a German on the line call me Manuel NeuerMy new girl, she got an attitudeAnd she wanna know why I ain't chattin' to her10 grand on the phone I just got a callThat's a German on the line call me Manuel Neuer[Verse 1]All my girls anti-socialShe a chatty patty I don't even wanna do herI think I made 10 grand last weekThat's a German up front call me Thomas MullerDefinitely, I drop MelanieWent to link StephanieAnd all my friends know I don't do drugs butWhen I stunt I want my ex to see[Hook]My new girl, she got an attitudeAnd she wanna know why I ain't chattin' to her10 grand on the phone I just got a callThat's a German on the line call me Manuel NeuerMy new girl, she got an attitudeAnd she wanna know why I ain't chattin' to her10 grand on the phone I just got a callThat's a German on the line call me Manuel Neuer"
65,Alles,COMPUTER DATA,
66,downforwhatever,McClenney,
67,Begin (feat. Wales),Shallou,"Tracklist1. Last Day . . .2. Begin (feat. Wales)3. Fictions4. Truth5. . . . LoveAlbum Art""Fictions"" Single Cover""Begin"" Single Cover"
68,Hurt To Look - From Swaecation,Rae Sremmurd,
69,101 FM,Little Simz,"

[Intro]
Mad
Mad

[Verse 1]
Back when me and Avelino used to make tracks
Live and die in the LDN in ends it's mad (Shit's crazy)
Trappers and a whole family in the same damn flat (Um)
Eve tryna get a salary while Adam out here
Licking shots to the cats, don't lack
Shubz on a Friday pulling up at Jbo's gaff (Skrt-ing, ay)
2-2 gyal getting moved by 2-2 man (2-2 man, ay)
Come off the decks if you can't mix its not happening (Nah)
More time gunshots in the air like bap bap bap bap (Mad)
Book smart with the bars but I never learnt that from school (Nah)
16 doing up radios sets I was spinning up all them fools
(Spinning em, spinning em, ay)
Times I would get home late to my mumzie's crib
""Simbi, who are you with?
What have you done?
Where have you been?""
Shit (Damn)
Tears in my eyes real tears when Ken got nicked (Ken got nabbed)
Tore everyone apart but the law don't give two shits
(Don't give two fucks)
Just another black boy in the system doing time in bin (True)
But he had a heart full of gold, good intent with a smile so big
Oh, he did, ay

[Chorus]
We used to have dreams of getting out the flats (Getting out the flats)
Playing PS2
Crash Bandicoot, Mortal Kombat (Know them ones)
I mastered my flow like Dizzee and Busta (Legends)
And one day buy real weed from a Rasta (Real Rasta man)

[Verse 2]
Slicking down baby hairs way before Insta (Way before Insta)
Time when I had a dummy on my chain
All for one likkle pose in a picture (Snap snap, ay)
Year 11 when I started putting the trees in Rizla (Smoke, smoke)
And to the niggas that fell off in this ting, no, we don't miss ya
No, we don't
But sometimes you have to go missing (Missing, missing)
Need a way out I was hoping, praying and wishing (Praying and wishing)
Now I'm doing up some mad tings, doing up big tings
Still I'm in ends when I pass through junior's plain ready on sight
When I walk in Wayne shouts out ""Yo, wagwan, sistren""
Kill 'em with flows
One by one or I kill 'em in bulk
Simz is the only one on her job
It's bait everyone in London knows (Um)
But still they don't wanna give no props but life good when you Make this much dough
I'm laid back, I'm good, I'm easy
Old school, it was too damn easy

[Chorus]
Ina my Air Force one new era hat (Era hat)
Playing PS2
Crash Bandicoot, Mortal Kombat (Mortal Kombat, old school)
Used to bump train and dip the conductor
Now I can buy
Whole heapa ting from a Rasta (Bare tings)
We used to have dreams of getting out the flats (Ooo we did, we did)
Bus rides to the studio just to make tracks (EC1 days)
I mastered my flow like Luda and Kano (True)
Ask Lou and Reece and them man trust me they know (Trust me they know, they know, they know)

[Outro]
Listening to new sounds of Little Simz
Little Slimz
This is 101FM
Were live at ya
Top of the flats
Can't see us but you can hear us
We're loving it, you're loving it
Sweet as a fucking nut

"
70,Fuck Dave,DRAMA,{CHORUS}loving you is coldloving you is lonelyloving you is pointlessloving you is holding me back insideI’m back in line for youloving you is coldloving you is lonelyloving you is pointlessloving you is holding me back insideI’m back in line for you{VERSE}dont tempt me with your ooo’s and ahhhhh’sdont tempt me with your false applauseyour love life is a long lost causeyour on the smooth way outthe smooth man route{PREBRIDGE}loving you is coldloving you is lonelyloving you is pointlessloving you is holding me back insideI’m back in line for you
71,Day 3,Bicep,
72,Sex - Bonus Track,Black Loops,
73,Her Moon,Tibi Dabo,
74,Communication (feat. DRAM),Arin Ray,"

[Pre-Hook: Arin Ray]
Won't lie I'm still trying to get through
But you're still my love, love, love
In time we'll be fine don't confuse
'Cause you're still my love, love, love

[Hook: Arin Ray]
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better

[Verse 1: Arin Ray]
I know better
Know better than to leave her
Then trusting in the team
No trusting in me
I know better
Know better than to cheat
You deserve the best from me
I know I'll always take the lead
I love your taste
I love your wild
I love your confidence
And in return I know you need an honest man?
And all the moments that we spend are just so hard to match
You got me so bad
Want you so bad

[Pre-Hook: Arin Ray]
Won't lie I'm still trying to get through
But you're still my love, love, love
In time we'll be fine don't confuse
'Cause you're still my love, love, love

[Hook: Arin Ray]
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better

[Verse 2: DRAM]
I could lay roses at your feet
So only morning dew is what is on your shoes
(But I want you to want me too)
And I come over a little slowly
Slower than you do or so you know I'm cool
(But I want you to want me too)
And I could perform hat tricks to make sure magic happens for you
(But I want you to want me too)
And I'ma fuck you with passion
Just to make it climactic for you
(But I want you to want me too)

[Pre-Hook: Arin Ray]
Won't lie I'm still trying to get through
But you're still my love, love, love
In time we'll be fine don't confuse
'Cause you're still my love, love, love

[Hook: Arin Ray]
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better
You're still my love
I thought you knew better
I thought you knew better
I thought you knew better
I thought you knew better

"
75,I Want Your Attention,Moon Boots,"I've been looking right at youBut I don't think you're looking tooSo won't you tell me what I got to do?Should I stay here or should I make a move?I want your attentionI relieve the tensionI need your attentionI release the tensionOohh ohhh hey hey babyOohh ohhh hey hey babyOohh ohhh hey hey babyI'm planning every move just like thatI can tell that you're curiousCan't - Can't be any more obviousI'm giving you all of the signsI want your attentionI relieve the tensionI need your attentionLoving the sensation (loving it, loving it)I want your attentionI relieve the tensionI need your attentionI release the tension"
76,Yours,SG Lewis,"[Verse 1]Got a 20 pound note, rolled up, rolled upA lil' squashed in my pocketDon't you give me those eyesWe can stop by the shop, get some rum if you want it, want it[Pre-Chorus]I'm tired tryna fight it and fight youFight this and fight it allLet's get out of the rainGet a cab to my house, we can snuggle up[Chorus]Oo hoo hoo, oo hoo hoo, it's yoursOo hoo hoo, oo hoo hoo, all yoursOo hoo hoo, oo hoo hoo, it's yoursOo hoo hoo, oo hoo hoo, all yours[Verse 2]Got your hands in my headAnd the door starts to ring, I'm guessing that's the pizzaWell, let him quiver in the cold‘Cause all that I want is a piece now of you love, hold us[Pre-Chorus]I'm tired tryna fight it and fight youAnd fight this and fight it allLet's get out of the rainGet a cab to my house, we can snuggle up"
77,Through Enough (feat. GoldLink),VanJess,"

[Verse 1: VanJess]
Steady conversation
Clear you on a mission
All the game from Mars back to the Sun
Don't mean much for this one, this one

[Pre-Chorus: VanJess]
I need a little bit more space here, space yeah
Me want fi keep from disgrace yeah
Ooh my heart ain't making it through
Another break it's been loose
I've got to set the rules
Before you coming at me

[Chorus: VanJess]
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah
Through enough, through enough, ah-

[Verse 2: VanJess]
Heavy ammunition
Loaded up in your gun
I have played and haven't always won
Every guard will stay up, stay up babe

[Pre-Chorus: VanJess]
I need a little bit more space here, space yeah
Me want fi keep from disgrace, disgrace yeah
Ooh my heart ain't making it through
Another break it's been loose
I've got to set the rules
Before you coming at me

[Chorus: VanJess]
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah

[Verse 3: GoldLink]
Crazy nigga with the confidence
Confidant, Chandon, and proper tense
You can dance to my pain and we can talk a bit
Or we can go up to a mountain and I park the whip
Gorgeous titties
Niggas mad, my old chick mad, my new chick mad
Man, everybody mad at me
My mama be hot, local niggas be sick
So many niggas mad that I should call this shit MADtv
DC Summers playing livid on and on in my head
Run the city rampant never left my city for dead
See I'm a cool black pimp playa version of a rapper
But I'm smooth with the lyrics and I'm cool with the bitches
And I got a big ego like Beyoncé
And I should pray a lil' harder like the church say
I got verses always gotta curse in
Killing rappers I should start by driving hearses
Baby, that's cool right?
Yeah

[Chorus: VanJess]
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah
Don't take me ransom babe
I been through enough, through enough, ah yeah
Need more than action babe
Yeah, I been through enough, through enough, ah yeah

"
78,False Calls,Kllo,"[Verse 1]Ain't full, don't fightYou run your mouth with tens of thousand notes just for funFalse calls you can't recall, noI will see you fallingBut it won't be long till you fall harder than you knowMy call, harsh light, your's cold, can't see mine[Interlude]Don't duck your fireDon't bring me downCrossed lines speak liesDon't make a sound[Chorus]No need to tell us what you knowWhen we all know it's just for showI hadn't seen your hands are fullNot even you know what you don'tYou say you feel her by the moanCause you don't know is what you knowYour hands are placed, can't take a throwYou start a fight just like a dog[Verse 3]Blank out, lost control nowClench your fist, you hit and miss, you claim it's just for funHeavy, please don't tie me downYou think you know me, but you don't, not that meYou think you know, yeah, you think you know me, but you don'tYou think you know, yeah, you think you know me, but you don't"
79,YaYaYa,RY X,"[Verse 1]Come hold me downI've gone too farThese heavy wordsYour open heart[Pre-Chorus]Somebody hold my head upSomebody hold my head up[Chorus]Oh yayayaya, oh yayayayaIsn't what we sayWritten in our veinsOh yayayaya, oh yayayayaIsn't what we makeHidden in our ways(Oh yayayaya)[Verse 2]Come hold my breathAnd cross my heartI won't come backAnd steal your God[Pre-Chorus]Somebody hold my head upSomebody hold my head up"
80,All I Ever Need,Caribou,"I can’t	take	itThe	way	you	treat	me	wrongIt’s	not	right	girlThere’s	something	going	onAll	my	life	girlPeople	treat	me	badBut	my	next	loveWill	be	the	best	I ever	had…I can’t	take	itThe	way	you	treat	me	wrongIt’s	not	easyTo	be	here	on my	ownAll	my	life	girlI just	wanna	beWith	my	next	loveAs	much	as	I can	be...I was	wrongAll	these	yearsTo	be	with	you	isAll	I ever	needAll	this	timeI’ve just	beenWaiting	for	you,	waiting	for	youCan’t	you	tellNow	I’m goneIt’s	all	I ever	needTake	me	backWhere	I belongTo	get	you	back	is	all	I ever	need"
81,18HUNNA (feat. Dave) - Four Tet Remix,Headie One,
82,Necklace (feat. Jay Critch),AJ Tracey,"[Intro: AJ Tracey]I put whip on my, I put whip on myI put whip on, I put whip on myI put whip on, I put whip on my[Chorus: AJ Tracey]I put a whip on my neck, I put a whip on my necklaceI drop the top, her knickers are comin' right offCheck it, I pull off the lot (Check it, I pull off the)My niggas clap off a lot (My niggas clap off the)Big body whip on my lot (Big body whip)Big body whip on my lot (Big body whip)I put a whip on my neck, I put a whip on my necklaceI drop the top, her knickers are comin' right offCheck it, I pull off the lot (Check it, I pull off the)My niggas clap off a lot (My niggas clap off the)Big body whip on my lot (Big body whip)Big body whip on my lot (Big body whip)[Verse 1: AJ Tracey]All of my niggas are realShoot man on sight, know the dealI pop the top on the sealI pop the top on the sealShe don't love me, she just love my iceMummy told me that I gotta be wiseOnly gang, I don't know no other guysPop on niggas like a Kinder SurpriseShe love the way that I flex (Yeah)I'm addicted to the sex (Yeah)I left the show in a wreck (Yeah)I'ma go fuck up a check, no (Yeah)I'ma go fuck up that cash (Cash)I did the digital dashI live in Chelsea, I got them white folk around meStill got a Glock in the stash"
83,Neither Do I,Stwo,"

[Intro: Jeremih]
Yeah

[Chorus: Jeremih]
Let's take off the top, go hit the club
Do you know what it feels like to fall in love?
Take off your top, ready to fuck (Girl), yeah
Do you know what it feels like to fall in love, girl?

[Post-Chorus: Jeremih]
Neither do I
I say we find out, cover your eyes
Well, go turn the lights out
I know you want it from the way you like to move, girl
Why you frontin' like you ain't got nothing to lose, girl? Yeah
I'm just tryna make a move, girl
Got you in the nude, girl, yeah

[Verse: Jeremih]
I remember days when
This wouldn't go the same before I was famous
It's true we out here chasing bitches, now I'm done with that
I came up and now I'm rich, I got somethin' wrong with that
But you different than these women, got me coming back
Can't let anybody have you, can't have none of that, yeah

[Chorus: Jeremih]
Let's take off the top, go hit the club (Go hit the club)
Do you know what it feels like to fall in love? (Fall in love)
Take off your top, ready to fuck (Ready to fuck, girl)
Do you know what it feels like to fall in love? (Fall in love)
Let's take off the top, go hit the club (Go hit the club)
Do you know what it feels like to fall in love? (Fall in love)
Take off your top, ready to fuck (Ready to fuck, girl)
Do you know what it feels like to fall in love?

[Post-Chorus: Jeremih]
Neither do I
I say we find out, cover your eyes
Well, go turn the lights out
I know you want it from the way you like to move, girl
Why you frontin' like you ain't got nothing to lose, girl? Yeah
I'm just tryna make a move, girl
Get you in the nude, girl, yeah, yeah

[Bridge: Jeremih]
Do you ever think about me when I'm not around?
Do you ever think about me when I'm not around?
Do you ever think about me when I'm not around?
Do you ever think about me when I'm not around?

[Chorus: Jeremih]
Let's take off the top, go hit the club (Go hit the club)
Do you know what it feels like to fall in love? (Fall in love)
Take off your top, ready to fuck (Ready to fuck, girl)
Do you know what it feels like to fall in love? (Fall in love)
Let's take off the top, go hit the club (Go hit the club)
Do you know what it feels like to fall in love? (Fall in love)
Take off your top, ready to fuck (Ready to fuck, girl)
Do you know what it feels like to fall in love?

[Outro]
(To fall in love)

"
84,Innocence,Dim Zach,
85,Dwellberry,Khotin,
86,Forever's Gone,DRAMA,"

every girl dreams of a prince
and here you stand
the perfect man
i’ll push you away
every girl dreams of a prince
and here you stand
the perfect man
i’ll push you away

cause you see
you see what you wanna see
you believe what you want to believe
you see what you wanna see
you believe what you want to believe
an theres no other way
cause im not afraid to be alone
to be alone
cause im not afraid to be alone
to be alone

every girl dreams of prince a
and here you stand
the perfect man
i’ll push you away
every girl dreams of a prince
and here you stand
the perfect man
i’ll push you away
i’ll push you away
i’ll push you away

cause you see
you see what you wanna see
you believe what you want to believe
you see what you wanna see
you believe what you want to believe
an theres no other way

an i’ll love you far after forevers gone
and forevers won
and i’ll be here long after forevers won
forevers gone
forevers won
forevers gone
when forevers gone

"
87,I Think We're Alone Now,Tiffany,"

[Intro]
Let me hear your heart beat
Let me feel your heart beat
Let me touch your heart beat
Cause I'm gonna change your heart beat

[Verse 1]
Children behave
That's what they say when we're together
And watch how you play
They don't understand
And so we're

[Pre-Chorus]
Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

[Chorus]
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound

[Verse 2]
Look at the way
We gotta hide what we're doing
Cause what would they say
If they ever knew
And so we're

[Pre-Chorus]
Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

[Chorus]
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound

[Pre-Chorus]
Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

[Chorus]
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound

[Outro]
I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
Just you and me the only sound now
Look at the way
We gotta hide what we're doing
Cause what would they say
Can't you hear my heart beat
Can't you hear my heart beat
Dancing to my heart beat

[Intro]
Let me hear your heart beat
Let me feel your heart beat
Let me touch your heart beat
Cause I'm gonna change your heart beat

"
88,Instagram,APROBLEMM,
89,Selfish,Little Simz,"

[Chorus: Cleo Sol]
I can't sleep at night
I don't wanna fight
My best friend is I
I'm so selfish
Guess I'm in denial
Maybe I'm wrong, you're right
Heard it all my life
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish

[Verse 1: Little Simz]
Got a very big ego
Embedded in me that's the heritage ego
And land made, they ain't messing with the steeze, though
And now I'm here, can't entertain no bummy niggas
Need my nigga fresh in a tuxedo
Me and my new case, steady blowing weed smoke
I'm a woman who can teach you a little something about class (Class)
Diamonds will forever be a girls best friend (Friend)
Everything's imperative for the way I live
I know it's material, but not irrelevant
All this here is worked for, not inherited
Tell myself I write my niggas off but never did
Self loving
Need more self loving, that's how it goes
They wanna know you when your buzzing
But first things first, number one and priority
Call it what you want, doesn't phase
Doesn't bother me, honestly

[Chorus: Cleo Sol]
I can't sleep at night
I don't wanna fight
My best friend is I
I'm so selfish
Guess I'm in denial
Maybe I'm wrong, you're right
Heard it all my life
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish

[Verse 2: Little Simz]
Love and hate can never be friends
Don't rush everything in this divine time
I peach, you couldn't handle a woman in my caliber
Had to let you mature like some fine wine, yeah
No validation, no applause
You don't have prove you got it when you know it's yours
I don't wanna feel disloyal for wanting to do me
Then you act brand new and I know the cause, wait
Call it what you like, 'til now I ain't ever been the selfish type
'Til now I ain't ever told nobody no, don't get it twisted
This shit didn't happen overnight
Still, if your life is amazing, what you got to fear?
Can't be concerned about what they're saying over there
I make it clear, don't be in and out about what you hear
You say I always get what I want and it isn't fair
But life isn't fair, go

[Chorus: Cleo Sol]
I can't sleep at night
I don't wanna fight
My best friend is I
I'm so selfish
Guess I'm in denial
Maybe I'm wrong, you're right
Heard it all my life
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish
Ah-ha-ha-ha-ha
I'm so selfish

[Outro]
Selfish, selfish, selfish, selfish
Selfish

"
90,Hopes Up,DRAMA,"[Verse 1]So farI’ve given it up you hold me down and get my hopes upYou saw me with my with my hopes upSo farI’ve given it up you hold me down and let my hopes down(You really get my hope up)You really give my hope outI get my hopes upWhen I send my hope downYou know I can waitI mean that's all I can sayYou owe me somethingWait I feel it in my bones you got my hopes upAnd this is all that I know and I’m down on my loveI'm down on my luckWeighed down when he took my weight downI feel it in my fate now fate nowYou know I can waitI mean that's all I can say you owe me something[Chorus]Wait, waited enough i got my hopes up(you know i waited enough)I gave it all and in all it wasn’t enough(you know i waited enough)Move down when i when i go downYou get my hopes when i when i go upYou know I can waitI mean that's all I can say you owe me somethingYou owe me somethingYou owe me somethingYou owe me somethingYou owe me somethingYou owe me somethingYou owe me something"
91,Bet (feat. Skepta & Michael Phantom),Octavian,"

[Chorus: Octavian]
Okay, bet (Bet), I just made your girl a sket
She rep the set, she made my dick erect (I said erect)
Kill man, you next, disrespect the set (Set)
Now I grab your head (Head), dislocate your neck (Grrah, grrah)

[Verse 1: Octavian]
Niggas couldn't intercept (Never, it's payday, fellas)
Now they acting like they're innocent (Bitch)
If I leng him in his head, ayy (Right), nigga gon' hit the deck, ayy (Deck)
Gonna lose your intellect (I said it's fucking payday, motherfuckers)

[Chorus: Octavian]
Okay, bet (Bet), I just made your girl a sket (Sket)
She repped the set, she made my dick erect (I said erect)
Kill man, you next (Next), disrespect (Ayy)
Grab your head (Ayy), I'll crack your neck (Ayy)
You get me vexed (Ayy) and end up dead (Ayy)
I'll grab your head (Ayy), I'll crack your neck
I just made your girl a sket (Sket)
She rep the set, she made my dick erect (I said erect)

[Verse 2: Skepta]
Okay, greaze, I just asked your girl, ""Please, get on your knees
Grab the tip and squeeze, please don't use your teeth""
It really hurts when I have to leave
Had to catch a flight, man, I get money overseas
That's why I'm not looking at the price when I want it (it's payday, fellas)
Boy Better Know, Essie we some bosses
What you mean, why am I wearing Louis?
Can't you see Virgil's in the office?
Greatness only, I see you pussies tryna stop it, yeah (I said it's fucking payday, motherfuckers)

[Chorus: Octavian]
Okay, bet (Bet), I just made your girl a sket (Sket)
She repped the set, she made my dick erect (I said erect)
Kill man, you next (Next), disrespect (Ayy)
I'll grab your head (Ayy), I'll crack your neck
You get me vexed (Ayy), end up dead (Ayy)
I'll grab your head (Ayy), I'll crack your neck
I just made your girl a sket
She rep the set, she made my dick erect (I said erect)

[Verse 3: Michael Phantom & Octavian]
I just grabbed a reload, a kilo (I said kilo, bitch)
You can't jack my style, my steelo (My steelo, bitch)
Break bread with my G's, amigos
I just done a lap, finit' (Finit')
Bands be coming in by the hour, I cannot sleep (Sleep, it's payday, fellas)
Tell your mans, I beat your girl and then I skeet (Skeet, skeet)
Give your migos all the egos (Egos, bitch)
Money flows like I'm the referee, goal (I said it's fucking payday, motherfuckers)

[Chorus: Octavian]
Okay, bet (Bet), I just made your girl a sket (Sket)
She rep the set, she made my dick erect (I said erect)
Kill man, you next (Next), disrespect (Ayy)
I'll grab your head (Ayy), I'll crack your neck (Ayy)
You get me vexed (Ayy) end up dead (Ayy)
I'll grab your head (Ayy), I'll crack your neck (Ayy)
I just made your girl a sket (Sket)
She rep the set, she made my dick erect (I said erect)

"
92,Predicament,Kllo,"[Verse 1]Though to be the oneI can think about it sometimesDid it all, I did no harmI'm caught in the middleAlways find a way to compromiseBut never different in this place you call mine[Pre-Chorus]Mix it up in my headWhen you did, and didn't wanna showLight it up, blow it outStart again, predicament[Chorus]Tell me you're the one, tell me you're the oneThat I could not do withoutTell me you're the one, tell me you're the oneThat I should still loveTell me you're the one, tell me you're the oneThat would never do me wrongTell me you're the one, yeah, tell me you're the oneBut you're not the one, not the one[Verse 2]Stay, won't go awayHoping that it might all just wash overShame the words will not eraseThere's no more excusesNever thought you'd be the one to lieBut I can see the ghost behind your eyes[Verse 3]Though to be the oneI can think about it sometimesDid it all, I did no harmI can think about it sometimes[Counter 1]It's a predicamentIt's a predicamentIt's a predicamentIt's a predicamentIt's a predicamentIt's a predicament[Counter 2]It's a predicamentIt's a predicamentI did no harmIt's a predicamentIt's a predicamentI did no harmIt's a predicamentIt's a predicamentI did no harmIt's a predicament[Pre-Chorus]Mix it up in my headWhen you did, and didn't wanna showLight it up, blow it upStart again, predicament[Pre-Chorus]Mix it up in my headWhen you did, and didn't wanna showLight it up, blow it outStart again, predicament[Pre-Chorus]Mix it up in my headWhen you did, and didn't wanna showLight it up, blow it outStart again, predicament[Chorus]Tell me you're the one, tell me you're the oneThat I could not do withoutTell me you're the one, tell me you're the oneThat I should still loveTell me you're the one, tell me you're the oneThat would never do me wrongTell me you're the one, yeah, tell me you're the oneBut you're not the one, not the one[Outro]Tell me you're the one, tell me you're the oneBaby, not the one, not the one"
93,Colt,Dense & Pika,
94,Switch,6LACK,"[Verse 1: 6LACK & Ty Dolla $ign]I'm thinking 'bout a Yamaha (ayy)I'm thinking 'bout a YamahaTo get away from all the camerasI'm over it, don't wanna fantasizeFate is 'round the corner, right (Fate is 'round the corner right)It hit me right between the eyes (Hit me right between the eyes)It's funny when they switch and pick a sideAin't nobody gotta go through what I'm going through, noBut it seems like they all know what I'm supposed to do soLet's switch bodies for a dayYou could me be and I could be youJuggle the pile of shit that's bound to come throughYou can have it since it's automatic[Chorus: 6LACK & Ty Dolla $ign]Now switch (switch)Tell me how it feels (feels)To be somebody else (else)Now switch (switch)It wasn't what you thought it was (was)Another story to tell[Post-Chorus: 6LACK]Well, wellWell, well, well, wellWell, well, well, wellWell, wellWell, well, wellWell, well, well, wellWell, well"
95,Softly,Clairo,"

[Verse 1]
Is it alright to feel this way so early?
And in my blood, all the sweet nothings fallin' in love overnight

[Pre-Chorus]
Didn't mean to get so close
And I know that I should probably go
But I got this feeling
Tell me, girl, I gotta know

[Chorus]
Touch you softly, I call you up late at night
Know that it isn't right, but you could be my one and only
You get me in the mood, know what I'm tryna do
Do you think that we can move closer, baby?
I want you, yeah, yeah

[Verse 2]
All my life, been wanting this forever (Mmm)
And in my mind, think of ways to ask you
""Why don't you come over sometime?""

[Pre-Chorus]
Didn't mean to get so close
And I know that I should probably go
But I got this feeling
Tell me, girl, I gotta know

[Chorus]
Touch you softly, I call you up late at night
Know that it isn't right, but you could be my one and only
You get me in the mood, know what I'm tryna do (Oh)
Do you think that we can move closer, baby?
I want you, yeah, yeah

[Outro]
(Ooh)
And I don't care what they say
And I don't care what they say
Care what they say to me, I'm doing it differently
Baby, I'm doing it differently

"
96,Club Paradise - Zodivk Remix,Savy Soul,
97,"Pumpy (feat. AJ x Deno, Swarmz & Cadet)",Da Beatfreakz,"[Intro: Swarmz & Cadet]This is the 9 sideCADETBeatFreakz[Chorus: Swarmz]Don't make me grab the pumpyMake you jumpyTake it easy, gyal around meDem know yaDem know yaDon't make me grab the pumpyMake you jumpyTake it easy, gyal around meDem know yaDem know yaYou see my set-set, you done knowMaking money now like we in the bandoYou see my set-set, you done knowMaking money now like we in the bandoDon't make me grab the pumpyMake you jumpyTake it easy, gyal around meDem know yaDem know ya"
98,Nevermind,Dennis Lloyd,"[Intro]What if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mindWhat if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mind[Verse]Alright, I'm ready now, ready nowI ain't gonna, I ain't gonna fall back down, noAlright, I'll take it on, take it on meTake it on me, hmm, babyAll I, I ever ask, ever askAre you gonna, are you gonna be my lover?Tonight, and take it with, take it with meTake it with me[Chorus]What if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mindNever mind, never mindWhat if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mindNever mind, never mindWhat if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mindNever mind, never mindWhat if I left and it made no senseAnd you tell your friendsAnd they hold your handsBaby, never mind, never mindNever mind, never mind"
